מזהה,שם המוצר / שובר,ספק / מותג,קטגוריה,מחיר בהצדעה ₪,מחיר מקורי ₪,אחוז חיסכון %,תגיות מבצע,מיקום / משלוח,תוקף המבצע,הגבלת רכישה,רשת מקושרת,קישור למוצר
8550,גל במדבר - אילת,גל במדבר,אטרקציות,308.0,775.0,60%,"אטרקציות לחול המועד, אקסטרים, אטרקציות","עיר המלכים , אילת",,,גל במדבר,https://www.behatsdaa.org.il/category/productPage/8550
141181,FLYBOX מנהרת הרוח,אטרקציות,אטרקציות,185.0,216.0,14%,"אטרקציות לחול המועד, אטרקציות לכל המשפחה, אטרקציות","יוסף טומי לפיד  8, ראשון לציון",,,ללא,https://www.behatsdaa.org.il/category/productPage/141181
152566,לונה פאן אושילנד - 8 אטרקציות בכרטיס אחד,לונה פאן אושילנד,אטרקציות,26.0,62.0,58%,"אטרקציות לחול המועד, אטרקציות לכל המשפחה, אטרקציות",מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/152566
155402,פארק תמנע - הרפתקה לתוך הלילה,פארק תמנע,אטרקציות,46.0,46.0,0%,"אטרקציות לחול המועד, אטרקציות","פארק תמנע, מועצה אזורית חבל אילות , אילת",,,פארק תמנע,https://www.behatsdaa.org.il/category/productPage/155402
158660,סיור עששיות בפארק תמנע,אטרקציות,אטרקציות,46.0,46.0,0%,"אטרקציות לחול המועד, אטרקציות","פארק תמנע, מועצה אזורית חבל אילות , אילת",,,ללא,https://www.behatsdaa.org.il/category/productPage/158660
2569,קיפצובה,אטרקציות,אטרקציות,40.0,196.0,80%,"אטרקציות לחול המועד, אטרקציות","ד.נ. הרי יהודה , צובה",,,ללא,https://www.behatsdaa.org.il/category/productPage/2569
171288,מבשלת בירבזאר- BEERBAZAAR- סיורי שישי במבשלה,מבשלת בירבזאר,בילוי ופנאי,73.0,136.0,46%,"אטרקציות לחול המועד, טעימות ויין",מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/171288
158661,סיור שקיעה בפארק תמנע,אטרקציות,אטרקציות,46.0,46.0,0%,"אטרקציות לחול המועד, אטרקציות","פארק תמנע, מועצה אזורית חבל אילות , אילת",,,ללא,https://www.behatsdaa.org.il/category/productPage/158661
309,פארק הדיג מעיין צבי,אטרקציות,אטרקציות,57.0,220.0,74%,"אטרקציות לחול המועד, אטרקציות","פארק הדייג מעין צבי  , מעין צבי",,,ללא,https://www.behatsdaa.org.il/category/productPage/309
25155,מיני גולף הרצליה,אטרקציות,אטרקציות,36.0,41.0,12%,"אטרקציות לחול המועד, אטרקציות","בן גוריון  84 , הרצליה",,,ללא,https://www.behatsdaa.org.il/category/productPage/25155
72691,מוזיאון האשליות,מופעים והצגות,מופעים והצגות,58.0,58.0,0%,"אטרקציות לחול המועד, אטרקציות לכל המשפחה, תערוכות קרקסים ופסטיבלים",". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/72691
154418,משק משפחת ג'השאן - מארזי שמן זית לראש השנה,משק משפחת ג'השאן,מארזים לחגים,115.0,130.0,12%,מארזים לחגים,"קדמת גליל , פארק תעשיות הגליל הת",,,ללא,https://www.behatsdaa.org.il/category/productPage/154418
183585,מארזי קולינריה של יד מרדכי לראש השנה,בהצדעה,מארזים לחגים,45.0,107.0,58%,מארזים לחגים,"יד מרדכי , יד מרדכי",,,ללא,https://www.behatsdaa.org.il/category/productPage/183585
72521,תבליני אביבי - מארזי ראש השנה - כולל משלוח,תבליני אביבי,מארזים לחגים,135.0,255.0,47%,מארזים לחגים,"האדום 23, גדרה",,,ללא,https://www.behatsdaa.org.il/category/productPage/72521
184805,פרשוק- freshuk - מארז ראש השנה,פרשוק,מארזים לחגים,219.0,219.0,0%,מארזים לחגים,"משמר איילון 1, משמר איילון",,,ללא,https://www.behatsdaa.org.il/category/productPage/184805
184673,ראש השנה באנרג'וסר - משלוח חינם לכל הארץ,ראש השנה באנרג'וסר,מארזים לחגים,0.0,309.0,100%,מארזים לחגים,"בן יהודה 43, תל אביב - יפו",,,אנרג'וסר,https://www.behatsdaa.org.il/category/productPage/184673
109844,מג'הול פלוס- מארזי ראש השנה כולל משלוח,מג'הול פלוס,מארזים לחגים,189.0,238.0,21%,מארזים לחגים,"גוש עציון 11, גבעת שמואל",,,ללא,https://www.behatsdaa.org.il/category/productPage/109844
183307,נטורפוד - מארז חגים כולל משלוח,נטורפוד,מארזים לחגים,146.0,169.0,14%,מארזים לחגים,"הקטיף  9, עמק חפר",,,ללא,https://www.behatsdaa.org.il/category/productPage/183307
163749,נטורפוד - מארז יינות - כולל משלוח,נטורפוד,מארזים לחגים,141.0,152.0,7%,מארזים לחגים,"הקטיף  9, עמק חפר",,,ללא,https://www.behatsdaa.org.il/category/productPage/163749
142410,עץ השדה- שמן זית ישראלי- מארזים לראש השנה,עץ השדה,מארזים לחגים,139.0,182.0,24%,מארזים לחגים,"הראשונים  9, בנימינה-גבעת עדה",,,ללא,https://www.behatsdaa.org.il/category/productPage/142410
155404,יקב תבור- מארזי יין לראש השנה,יקב תבור,בילוי ופנאי,175.0,212.0,17%,"מארזים לחגים, טעימות ויין","שדרות קקל  , כפר תבור",,,ללא,https://www.behatsdaa.org.il/category/productPage/155404
108018,יקב גוש עציון - מארזי יין כולל משלוח עד הבית,יקב גוש עציון,מארזים לחגים,222.0,629.0,65%,מארזים לחגים,"תירוש  21, גוש עציון",,,יקב גוש עציון,https://www.behatsdaa.org.il/category/productPage/108018
184246,בירבזאר- BEERBAZAAR - מארז חגים,בירבזאר,מארזים לחגים,109.0,195.0,44%,מארזים לחגים,מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/184246
184681,בירה אלכסנדר מארז ראש השנה - כולל למשלוח,בירה אלכסנדר מארז ראש השנה,מארזים לחגים,239.0,239.0,0%,מארזים לחגים,"צבי הנחל 13, עמק חפר",,,בירה אלכסנדר,https://www.behatsdaa.org.il/category/productPage/184681
60325,קפה עלית - שוברי הנחה באתר - למימוש חד פעמי,קפה עלית,מארזים לחגים,109.0,255.0,57%,"מארזים לחגים, תווי קניה והטבות כסף","הסיבים 47, פתח תקווה",,,ללא,https://www.behatsdaa.org.il/category/productPage/60325
137184,"מלון דיוויד ים המלח - 2 לילות בסופ""ש",מלון דיוויד ים המלח,נופש בארץ,2896.0,4493.0,36%,נופש בארץ,"עין בוקק , ים המלח",,,ללא,https://www.behatsdaa.org.il/category/productPage/137184
6133,"רויאל ריזורט אילת-2 לילות בסופ""ש- אדיר מילר",רויאל ריזורט אילת,נופש בארץ,2515.0,3602.0,30%,נופש בארץ,"מנחם בגין 14, רמת גן",,,ללא,https://www.behatsdaa.org.il/category/productPage/6133
102075,"מלון אסיינדה ביער - 2 לילות בסופ""ש",מלון אסיינדה ביער,נופש בארץ,2086.0,3254.0,36%,נופש בארץ,"0 , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/102075
179231,מלון אריאה אילת - 3 לילות בסוכות,מלון אריאה אילת,נופש בארץ,4102.0,6743.0,39%,נופש בארץ,"דרך מצרים  9, אילת",,,ללא,https://www.behatsdaa.org.il/category/productPage/179231
153155,מלון גולדן קראון חיפה - 2 לילות בחג שני סוכות,מלון גולדן קראון חיפה,נופש בארץ,1005.0,1005.0,0%,נופש בארץ,"דרך יפו 115, חיפה",,,ללא,https://www.behatsdaa.org.il/category/productPage/153155
100153,"מלון קיסר פרימייר אילת - 2 לילות בסופ""ש",מלון קיסר פרימייר אילת,נופש בארץ,2417.0,3776.0,36%,נופש בארץ,"תרשיש  9, אילת",,,ללא,https://www.behatsdaa.org.il/category/productPage/100153
176933,"מלון קומפורט אילת - 2 לילות בסופ""ש",מלון קומפורט אילת,נופש בארץ,1340.0,1340.0,0%,נופש בארץ,"חטיבת הנגב 14, אילת",,,מלון קומפורט אילת,https://www.behatsdaa.org.il/category/productPage/176933
185275,"אמארה צוקים - 2 לילות בסופ""ש גלאמפינג דלקס",אמארה צוקים,נופש בארץ,1206.0,1206.0,0%,נופש בארץ,"צוקים , צוקים",,,ללא,https://www.behatsdaa.org.il/category/productPage/185275
109372,"מלון ג'ייקוב אילת - 2 לילות באמצ""ש",מלון ג'ייקוב אילת,נופש בארץ,871.0,1219.0,29%,נופש בארץ,"0 , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/109372
101703,"מלון גרנד ביץ' ת""א - לילה 1 בסופ""ש","מלון גרנד ביץ' ת""א",נופש בארץ,1005.0,2010.0,50%,נופש בארץ,"הירקון  250, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/101703
172407,מלון נבל דוד נתניה - 2 לילות בסוכות,מלון נבל דוד נתניה,נופש בארץ,2743.0,4287.0,36%,נופש בארץ,"שד' עובד בן עמי  41, נתניה",,,ללא,https://www.behatsdaa.org.il/category/productPage/172407
171776,כפר הנופש דריה - 2 לילות בסוכות,כפר הנופש דריה,נופש בארץ,1703.0,2128.0,20%,נופש בארץ,"חוף און , טבריה",,,ללא,https://www.behatsdaa.org.il/category/productPage/171776
149848,"מלון נבל דוד גליל ריזורט - לילה 1 בחוה""מ סוכות",מלון נבל דוד גליל ריזורט,נופש בארץ,1356.0,1356.0,0%,נופש בארץ,"כפר נחום , כפר נחום",,,דריה ספא- מלון נבל דוד גליל ריזורט,https://www.behatsdaa.org.il/category/productPage/149848
171464,מלון גולדן קראון חיפה - לילה 1 בסוכות,מלון גולדן קראון חיפה,נופש בארץ,574.0,574.0,0%,נופש בארץ,"דרך יפו 115, חיפה",,,ללא,https://www.behatsdaa.org.il/category/productPage/171464
146511,מלון עדן אין זכרון יעקב - 2 לילות בסוכות,מלון עדן אין זכרון יעקב,נופש בארץ,2057.0,2972.0,31%,נופש בארץ,"דרך אהרון 1, זכרון יעקב",,,מלון עדן אין,https://www.behatsdaa.org.il/category/productPage/146511
171415,"מלון דן כרמל חיפה - 2 לילות בסופ""ש",מלון דן כרמל חיפה,נופש בארץ,3163.0,4895.0,35%,נופש בארץ,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/171415
175026,"מלון דן פנורמה ת""א - לילה 1 בסוכות","מלון דן פנורמה ת""א",נופש בארץ,1100.0,1430.0,23%,נופש בארץ,". , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/175026
185247,"מלון ג'ייקוב שנקין ת""א - לילה 1 בחמישי","מלון ג'ייקוב שנקין ת""א",נופש בארץ,914.0,1279.0,29%,נופש בארץ,"0 , מיקומים שונים",,,ללא,https://www.behatsdaa.org.il/category/productPage/185247
103876,"מלון אדמונד ראש פינה - 2 לילות בסופ""ש",מלון אדמונד ראש פינה,נופש בארץ,2809.0,2809.0,0%,נופש בארץ,"הגליל 35, ראש פינה",,,ללא,https://www.behatsdaa.org.il/category/productPage/103876
184993,"מלון מגדלה מגדל - לילה 1 בסופ""ש",מלון מגדלה מגדל,נופש בארץ,1335.0,1995.0,33%,נופש בארץ,"צומת מגדל , מגדל",,,ללא,https://www.behatsdaa.org.il/category/productPage/184993
19816,מלון אירוס המדבר ירוחם - 2 לילות בסוכות,מלון אירוס המדבר ירוחם,נופש בארץ,2417.0,3504.0,31%,נופש בארץ,"צבי בורנשטיין 8, ירוחם",,,מלון אירוס המדבר ירוחם,https://www.behatsdaa.org.il/category/productPage/19816
137398,"מלון דיוויד ים המלח - 2 לילות בחוה""מ סוכות",מלון דיוויד ים המלח,נופש בארץ,3287.0,5080.0,35%,נופש בארץ,"עין בוקק , ים המלח",,,ללא,https://www.behatsdaa.org.il/category/productPage/137398
176080,"מכונת כביסה 9 ק""ג אינוונטר Samsung WW90FG3M05AW",בהצדעה,חשמל לבית ולמטבח,1590.0,1590.0,0%,חשמל לבית ולמטבח,כולל משלוח עד הבית,,,ללא,https://www.behatsdaa.org.il/category/productPage/176080
177856,תנור בנוי פירוליטי עם ניקוי עצמי AEG OS6PB50A,בהצדעה,חשמל לבית ולמטבח,2439.0,2439.0,0%,חשמל לבית ולמטבח,כולל משלוח עד הבית,,,ללא,https://www.behatsdaa.org.il/category/productPage/177856
182890,מכונת כביסה 8 ק״ג Bosch WAN2806NBY,בהצדעה,חשמל לבית ולמטבח,1879.0,1879.0,0%,חשמל לבית ולמטבח,כולל משלוח עד הבית,,,ללא,https://www.behatsdaa.org.il/category/productPage/182890
161841,שואב-מקרצף DREAME X50 Ultra COMPLETE - יבואן רשמי,שואב,חשמל לבית ולמטבח,3199.0,3199.0,0%,חשמל לבית ולמטבח,כולל משלוח עד הבית,,,ללא,https://www.behatsdaa.org.il/category/productPage/161841
184352,מכונת קפסולות Deluxe מבית JOE,JOE,חשמל לבית ולמטבח,299.0,329.0,9%,חשמל לבית ולמטבח,מגוון סניפים,,,ללא,https://www.behatsdaa.org.il/category/productPage/184352
